01fb7c177739079cfc7b85f28ed9057f62312a8e5229f8364e03ea79af4b9dceb4280c8ac734ed44f769c61e7a94b5ef03a49fb0ac9863997c548ac035e9c496,common_voice_tt_17350082.mp3
01fb7c177739079cfc7b85f28ed9057f62312a8e5229f8364e03ea79af4b9dceb4280c8ac734ed44f769c61e7a94b5ef03a49fb0ac9863997c548ac035e9c496,common_voice_tt_17350083.mp3
01fb7c177739079cfc7b85f28ed9057f62312a8e5229f8364e03ea79af4b9dceb4280c8ac734ed44f769c61e7a94b5ef03a49fb0ac9863997c548ac035e9c496,common_voice_tt_17350084.mp3
01fb7c177739079cfc7b85f28ed9057f62312a8e5229f8364e03ea79af4b9dceb4280c8ac734ed44f769c61e7a94b5ef03a49fb0ac9863997c548ac035e9c496,common_voice_tt_17350085.mp3
01fb7c177739079cfc7b85f28ed9057f62312a8e5229f8364e03ea79af4b9dceb4280c8ac734ed44f769c61e7a94b5ef03a49fb0ac9863997c548ac035e9c496,common_voice_tt_17350086.mp3
01fb7c177739079cfc7b85f28ed9057f62312a8e5229f8364e03ea79af4b9dceb4280c8ac734ed44f769c61e7a94b5ef03a49fb0ac9863997c548ac035e9c496,common_voice_tt_17350087.mp3
01fb7c177739079cfc7b85f28ed9057f62312a8e5229f8364e03ea79af4b9dceb4280c8ac734ed44f769c61e7a94b5ef03a49fb0ac9863997c548ac035e9c496,common_voice_tt_17350088.mp3
01fb7c177739079cfc7b85f28ed9057f62312a8e5229f8364e03ea79af4b9dceb4280c8ac734ed44f769c61e7a94b5ef03a49fb0ac9863997c548ac035e9c496,common_voice_tt_17350089.mp3
01fb7c177739079cfc7b85f28ed9057f62312a8e5229f8364e03ea79af4b9dceb4280c8ac734ed44f769c61e7a94b5ef03a49fb0ac9863997c548ac035e9c496,common_voice_tt_17350090.mp3
01fb7c177739079cfc7b85f28ed9057f62312a8e5229f8364e03ea79af4b9dceb4280c8ac734ed44f769c61e7a94b5ef03a49fb0ac9863997c548ac035e9c496,common_voice_tt_17350091.mp3
0cff8b23853638b696da255dc35b99f7f22f9cf1161109164544b0f0403d6f7b6dabd1a6d64b732553be21bec6f7f91fef3c52f9ddcf381d4d42bab01ab0a64a,common_voice_tt_18009412.mp3
0cff8b23853638b696da255dc35b99f7f22f9cf1161109164544b0f0403d6f7b6dabd1a6d64b732553be21bec6f7f91fef3c52f9ddcf381d4d42bab01ab0a64a,common_voice_tt_18009413.mp3
0cff8b23853638b696da255dc35b99f7f22f9cf1161109164544b0f0403d6f7b6dabd1a6d64b732553be21bec6f7f91fef3c52f9ddcf381d4d42bab01ab0a64a,common_voice_tt_18009414.mp3
0cff8b23853638b696da255dc35b99f7f22f9cf1161109164544b0f0403d6f7b6dabd1a6d64b732553be21bec6f7f91fef3c52f9ddcf381d4d42bab01ab0a64a,common_voice_tt_18009415.mp3
0cff8b23853638b696da255dc35b99f7f22f9cf1161109164544b0f0403d6f7b6dabd1a6d64b732553be21bec6f7f91fef3c52f9ddcf381d4d42bab01ab0a64a,common_voice_tt_18009416.mp3
0cff8b23853638b696da255dc35b99f7f22f9cf1161109164544b0f0403d6f7b6dabd1a6d64b732553be21bec6f7f91fef3c52f9ddcf381d4d42bab01ab0a64a,common_voice_tt_18009417.mp3
0cff8b23853638b696da255dc35b99f7f22f9cf1161109164544b0f0403d6f7b6dabd1a6d64b732553be21bec6f7f91fef3c52f9ddcf381d4d42bab01ab0a64a,common_voice_tt_18009418.mp3
0cff8b23853638b696da255dc35b99f7f22f9cf1161109164544b0f0403d6f7b6dabd1a6d64b732553be21bec6f7f91fef3c52f9ddcf381d4d42bab01ab0a64a,common_voice_tt_18009419.mp3
0cff8b23853638b696da255dc35b99f7f22f9cf1161109164544b0f0403d6f7b6dabd1a6d64b732553be21bec6f7f91fef3c52f9ddcf381d4d42bab01ab0a64a,common_voice_tt_18009420.mp3
0cff8b23853638b696da255dc35b99f7f22f9cf1161109164544b0f0403d6f7b6dabd1a6d64b732553be21bec6f7f91fef3c52f9ddcf381d4d42bab01ab0a64a,common_voice_tt_18009421.mp3
15239bd41f1f8470efa560b37247bbb204c19b21ca3ac2900acf544069358cc6b478c777756d60a55f4dfa5d77602c123b73f6edb156b3c5075b571deeb23e05,common_voice_tt_18392533.mp3
